[Year],[State],[S&E Fields],[SEH Fields],[Public or Private],[Sex],[Citizenship],[Graduate Students]
2018,New Jersey,Science and engineering,Engineering,Public,Male,Foreign nationals,925
2018,New Jersey,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),249
2018,New Jersey,Science and engineering,Engineering,Public,Female,Foreign nationals,301
2018,New Jersey,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),621
2018,New Jersey,Science and engineering,Engineering,Private,Male,Foreign nationals,761
2018,New Jersey,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),228
2018,New Jersey,Science and engineering,Engineering,Private,Female,Foreign nationals,234
2018,Ohio,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,179"
2018,Ohio,Science and engineering,Science,Public,Male,Foreign nationals,"1,825"
2018,Ohio,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,873"
2018,Ohio,Science and engineering,Science,Public,Female,Foreign nationals,"1,501"
2018,Ohio,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),736
2018,Ohio,Science and engineering,Science,Private,Male,Foreign nationals,307
2018,Ohio,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,489"
2018,Ohio,Science and engineering,Science,Private,Female,Foreign nationals,228
2018,Ohio,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,081"
2018,Ohio,Science and engineering,Engineering,Public,Male,Foreign nationals,"2,226"
2018,Ohio,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),490
2018,Ohio,Science and engineering,Engineering,Public,Female,Foreign nationals,684
2018,Ohio,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),405
2018,Ohio,Science and engineering,Engineering,Private,Male,Foreign nationals,525
2018,Ohio,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),138
2018,Ohio,Science and engineering,Engineering,Private,Female,Foreign nationals,186
2018,Texas,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"7,701"
2018,Texas,Science and engineering,Science,Public,Male,Foreign nationals,"5,640"
2018,Texas,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"9,536"
2018,Texas,Science and engineering,Science,Public,Female,Foreign nationals,"4,045"
2018,Texas,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,342"
2018,Texas,Science and engineering,Science,Private,Male,Foreign nationals,777
2018,Texas,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,234"
2018,Texas,Science and engineering,Science,Private,Female,Foreign nationals,507
2018,Texas,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,469"
2018,Texas,Science and engineering,Engineering,Public,Male,Foreign nationals,"6,365"
2018,Texas,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,070"
2018,Texas,Science and engineering,Engineering,Public,Female,Foreign nationals,"1,841"
2018,Texas,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),435
2018,Texas,Science and engineering,Engineering,Private,Male,Foreign nationals,466
2018,Texas,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),183
2018,Texas,Science and engineering,Engineering,Private,Female,Foreign nationals,168
2018,Missouri,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,238"
2018,Missouri,Science and engineering,Science,Public,Male,Foreign nationals,"1,133"
2018,Missouri,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,215"
2018,Missouri,Science and engineering,Science,Public,Female,Foreign nationals,776
2018,Missouri,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),838
2018,Missouri,Science and engineering,Science,Private,Male,Foreign nationals,510
2018,Missouri,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),897
2018,Missouri,Science and engineering,Science,Private,Female,Foreign nationals,374
2018,Missouri,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),511
2018,Missouri,Science and engineering,Engineering,Public,Male,Foreign nationals,697
2018,Missouri,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),117
2018,Missouri,Science and engineering,Engineering,Public,Female,Foreign nationals,160
2018,Missouri,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),354
2018,Missouri,Science and engineering,Engineering,Private,Male,Foreign nationals,371
2018,Missouri,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),121
2018,Missouri,Science and engineering,Engineering,Private,Female,Foreign nationals,135
2018,Oregon,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,539"
2018,Oregon,Science and engineering,Science,Public,Male,Foreign nationals,502
2018,Oregon,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,610"
2018,Oregon,Science and engineering,Science,Public,Female,Foreign nationals,385
2018,Oregon,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),28
2018,Oregon,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),79
2018,Oregon,Science and engineering,Science,Private,Female,Foreign nationals,1
2018,Oregon,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),565
2018,Oregon,Science and engineering,Engineering,Public,Male,Foreign nationals,489
2018,Oregon,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),164
2018,Oregon,Science and engineering,Engineering,Public,Female,Foreign nationals,173
2018,Oregon,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),2
2018,Oregon,Science and engineering,Engineering,Private,Male,Foreign nationals,5
2018,Oregon,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),5
2018,Oregon,Science and engineering,Engineering,Private,Female,Foreign nationals,2
2018,Alabama,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,641"
2018,Alabama,Science and engineering,Science,Public,Male,Foreign nationals,606
2018,Alabama,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,400"
2018,Alabama,Science and engineering,Science,Public,Female,Foreign nationals,439
2018,Alabama,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),50
2018,Alabama,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),63
2018,Alabama,Science and engineering,Science,Private,Female,Foreign nationals,1
2018,Alabama,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,176"
2018,Alabama,Science and engineering,Engineering,Public,Male,Foreign nationals,773
2018,Alabama,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),313
2018,Alabama,Science and engineering,Engineering,Public,Female,Foreign nationals,226
2018,Alabama,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),12
2018,Alabama,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),2
2018,North Carolina,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,309"
2018,North Carolina,Science and engineering,Science,Public,Male,Foreign nationals,"1,703"
2018,North Carolina,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,754"
2018,North Carolina,Science and engineering,Science,Public,Female,Foreign nationals,"1,187"
2018,North Carolina,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),655
2018,North Carolina,Science and engineering,Science,Private,Male,Foreign nationals,528
2018,North Carolina,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),686
2018,North Carolina,Science and engineering,Science,Private,Female,Foreign nationals,403
2018,North Carolina,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,133"
2018,North Carolina,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,497"
2018,North Carolina,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),465
2018,North Carolina,Science and engineering,Engineering,Public,Female,Foreign nationals,521
2018,North Carolina,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),247
