[Year],[State],[S&E Fields],[SEH Fields],[Public or Private],[Sex],[Citizenship],[Graduate Students]
2003,Oklahoma,Science and engineering,Science,Private,Female,Foreign nationals,21
2003,Oklahoma,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),316
2003,Oklahoma,Science and engineering,Engineering,Public,Male,Foreign nationals,820
2003,Oklahoma,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),112
2003,Oklahoma,Science and engineering,Engineering,Public,Female,Foreign nationals,163
2003,Oklahoma,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),24
2003,Oklahoma,Science and engineering,Engineering,Private,Male,Foreign nationals,111
2003,Oklahoma,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),4
2003,Oklahoma,Science and engineering,Engineering,Private,Female,Foreign nationals,21
2003,Maine,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),177
2003,Maine,Science and engineering,Science,Public,Male,Foreign nationals,47
2003,Maine,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),261
2003,Maine,Science and engineering,Science,Public,Female,Foreign nationals,55
2003,Maine,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),68
2003,Maine,Science and engineering,Engineering,Public,Male,Foreign nationals,41
2003,Maine,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),20
2003,Maine,Science and engineering,Engineering,Public,Female,Foreign nationals,10
2003,Hawaii,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),583
2003,Hawaii,Science and engineering,Science,Public,Male,Foreign nationals,191
2003,Hawaii,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),611
2003,Hawaii,Science and engineering,Science,Public,Female,Foreign nationals,193
2003,Hawaii,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),97
2003,Hawaii,Science and engineering,Engineering,Public,Male,Foreign nationals,49
2003,Hawaii,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),26
2003,Hawaii,Science and engineering,Engineering,Public,Female,Foreign nationals,11
2003,Vermont,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),210
2003,Vermont,Science and engineering,Science,Public,Male,Foreign nationals,53
2003,Vermont,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),193
2003,Vermont,Science and engineering,Science,Public,Female,Foreign nationals,47
2003,Vermont,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),65
2003,Vermont,Science and engineering,Engineering,Public,Male,Foreign nationals,16
2003,Vermont,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),14
2003,Vermont,Science and engineering,Engineering,Public,Female,Foreign nationals,5
2003,Vermont,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),7
2003,Vermont,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),3
2003,Iowa,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,122"
2003,Iowa,Science and engineering,Science,Public,Male,Foreign nationals,762
2003,Iowa,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),931
2003,Iowa,Science and engineering,Science,Public,Female,Foreign nationals,555
2003,Iowa,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),112
2003,Iowa,Science and engineering,Science,Private,Male,Foreign nationals,181
2003,Iowa,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),158
2003,Iowa,Science and engineering,Science,Private,Female,Foreign nationals,26
2003,Iowa,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),434
2003,Iowa,Science and engineering,Engineering,Public,Male,Foreign nationals,586
2003,Iowa,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),116
2003,Iowa,Science and engineering,Engineering,Public,Female,Foreign nationals,153
2003,Iowa,Science and engineering,Engineering,Private,Male,Foreign nationals,8
2003,Iowa,Science and engineering,Engineering,Private,Female,Foreign nationals,1
2003,Arizona,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,842"
2003,Arizona,Science and engineering,Science,Public,Male,Foreign nationals,786
2003,Arizona,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,765"
2003,Arizona,Science and engineering,Science,Public,Female,Foreign nationals,427
2003,Arizona,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),675
2003,Arizona,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,106"
2003,Arizona,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),237
2003,Arizona,Science and engineering,Engineering,Public,Female,Foreign nationals,266
2003,North Dakota,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),536
2003,North Dakota,Science and engineering,Science,Public,Male,Foreign nationals,216
2003,North Dakota,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),301
2003,North Dakota,Science and engineering,Science,Public,Female,Foreign nationals,94
2003,North Dakota,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),197
2003,North Dakota,Science and engineering,Engineering,Public,Male,Foreign nationals,135
2003,North Dakota,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),28
2003,North Dakota,Science and engineering,Engineering,Public,Female,Foreign nationals,21
2003,Idaho,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),642
2003,Idaho,Science and engineering,Science,Public,Male,Foreign nationals,161
2003,Idaho,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),505
2003,Idaho,Science and engineering,Science,Public,Female,Foreign nationals,74
2003,Idaho,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),373
2003,Idaho,Science and engineering,Engineering,Public,Male,Foreign nationals,142
2003,Idaho,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),64
2003,Idaho,Science and engineering,Engineering,Public,Female,Foreign nationals,18
2003,Arkansas,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),593
2003,Arkansas,Science and engineering,Science,Public,Male,Foreign nationals,363
2003,Arkansas,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),592
2003,Arkansas,Science and engineering,Science,Public,Female,Foreign nationals,148
2003,Arkansas,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),153
2003,Arkansas,Science and engineering,Engineering,Public,Male,Foreign nationals,228
2003,Arkansas,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),50
2003,Arkansas,Science and engineering,Engineering,Public,Female,Foreign nationals,46
2003,South Carolina,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),898
2003,South Carolina,Science and engineering,Science,Public,Male,Foreign nationals,284
2003,South Carolina,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),808
2003,South Carolina,Science and engineering,Science,Public,Female,Foreign nationals,185
2003,South Carolina,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),6
2003,South Carolina,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),2
2003,South Carolina,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),430
2003,South Carolina,Science and engineering,Engineering,Public,Male,Foreign nationals,552
2003,South Carolina,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),87
2003,South Carolina,Science and engineering,Engineering,Public,Female,Foreign nationals,188
2003,Utah,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),882
2003,Utah,Science and engineering,Science,Public,Male,Foreign nationals,370
2003,Utah,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),600
2003,Utah,Science and engineering,Science,Public,Female,Foreign nationals,185
2003,Utah,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),464
2003,Utah,Science and engineering,Science,Private,Male,Foreign nationals,79
2003,Utah,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),372
2003,Utah,Science and engineering,Science,Private,Female,Foreign nationals,88
2003,Utah,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),622
2003,Utah,Science and engineering,Engineering,Public,Male,Foreign nationals,483
2003,Utah,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),82
2003,Utah,Science and engineering,Engineering,Public,Female,Foreign nationals,92
2003,Utah,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),299
2003,Utah,Science and engineering,Engineering,Private,Male,Foreign nationals,50
2003,Utah,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),28
2003,Utah,Science and engineering,Engineering,Private,Female,Foreign nationals,14
2003,Mississippi,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),831
2003,Mississippi,Science and engineering,Science,Public,Male,Foreign nationals,234
2003,Mississippi,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),829
2003,Mississippi,Science and engineering,Science,Public,Female,Foreign nationals,168
2003,Mississippi,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),206
2003,Mississippi,Science and engineering,Engineering,Public,Male,Foreign nationals,267
2003,Mississippi,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),67
2003,Mississippi,Science and engineering,Engineering,Public,Female,Foreign nationals,66
2003,Rhode Island,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),288
2003,Rhode Island,Science and engineering,Science,Public,Male,Foreign nationals,67
2003,Rhode Island,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),401
2003,Rhode Island,Science and engineering,Science,Public,Female,Foreign nationals,54
2003,Rhode Island,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),231
2003,Rhode Island,Science and engineering,Science,Private,Male,Foreign nationals,217
2003,Rhode Island,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),225
2003,Rhode Island,Science and engineering,Science,Private,Female,Foreign nationals,91
2003,Rhode Island,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),110
2003,Rhode Island,Science and engineering,Engineering,Public,Male,Foreign nationals,51
2003,Rhode Island,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),19
2003,Rhode Island,Science and engineering,Engineering,Public,Female,Foreign nationals,14
2003,Rhode Island,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),28
2003,Rhode Island,Science and engineering,Engineering,Private,Male,Foreign nationals,63
2003,Rhode Island,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),8
2003,Rhode Island,Science and engineering,Engineering,Private,Female,Foreign nationals,11
2003,Wyoming,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),340
2003,Wyoming,Science and engineering,Science,Public,Male,Foreign nationals,54
2003,Wyoming,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),310
2003,Wyoming,Science and engineering,Science,Public,Female,Foreign nationals,39
2003,Wyoming,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),60
2003,Wyoming,Science and engineering,Engineering,Public,Male,Foreign nationals,45
2003,Wyoming,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),9
2003,Wyoming,Science and engineering,Engineering,Public,Female,Foreign nationals,12
2003,Delaware,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),420
2003,Delaware,Science and engineering,Science,Public,Male,Foreign nationals,217
2003,Delaware,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),397
2003,Delaware,Science and engineering,Science,Public,Female,Foreign nationals,140
2003,Delaware,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),135
2003,Delaware,Science and engineering,Engineering,Public,Male,Foreign nationals,242
2003,Delaware,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),44
2003,Delaware,Science and engineering,Engineering,Public,Female,Foreign nationals,69
2003,Guam,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),40
2003,Guam,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),39
2003,Guam,Science and engineering,Science,Public,Female,Foreign nationals,1
2003,Alaska,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),227
2003,Alaska,Science and engineering,Science,Public,Male,Foreign nationals,44
2003,Alaska,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),313
2003,Alaska,Science and engineering,Science,Public,Female,Foreign nationals,28
2003,Alaska,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),63
2003,Alaska,Science and engineering,Engineering,Public,Male,Foreign nationals,50
2003,Alaska,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),25
2003,Alaska,Science and engineering,Engineering,Public,Female,Foreign nationals,11
2002,California,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"11,433"
2002,California,Science and engineering,Science,Public,Male,Foreign nationals,"3,104"
2002,California,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"11,882"
2002,California,Science and engineering,Science,Public,Female,Foreign nationals,"2,174"
2002,California,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,385"
2002,California,Science and engineering,Science,Private,Male,Foreign nationals,"2,433"
2002,California,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"6,704"
2002,California,Science and engineering,Science,Private,Female,Foreign nationals,"1,267"
2002,California,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,508"
2002,California,Science and engineering,Engineering,Public,Male,Foreign nationals,"2,482"
2002,California,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,721"
2002,California,Science and engineering,Engineering,Public,Female,Foreign nationals,639
2002,California,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,053"
2002,California,Science and engineering,Engineering,Private,Male,Foreign nationals,"2,497"
2002,California,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),545
2002,California,Science and engineering,Engineering,Private,Female,Foreign nationals,642
2002,Michigan,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,175"
2002,Michigan,Science and engineering,Science,Public,Male,Foreign nationals,"1,835"
2002,Michigan,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,439"
2002,Michigan,Science and engineering,Science,Public,Female,Foreign nationals,"1,243"
2002,Michigan,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),91
2002,Michigan,Science and engineering,Science,Private,Male,Foreign nationals,74
2002,Michigan,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),169
2002,Michigan,Science and engineering,Science,Private,Female,Foreign nationals,36
2002,Michigan,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,654"
2002,Michigan,Science and engineering,Engineering,Public,Male,Foreign nationals,"2,570"
2002,Michigan,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),748
2002,Michigan,Science and engineering,Engineering,Public,Female,Foreign nationals,515
2002,Michigan,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),100
2002,Michigan,Science and engineering,Engineering,Private,Male,Foreign nationals,39
2002,Michigan,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),14
2002,Michigan,Science and engineering,Engineering,Private,Female,Foreign nationals,4
2002,Illinois,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,545"
2002,Illinois,Science and engineering,Science,Public,Male,Foreign nationals,"1,845"
2002,Illinois,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,980"
2002,Illinois,Science and engineering,Science,Public,Female,Foreign nationals,"1,204"
2002,Illinois,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,609"
2002,Illinois,Science and engineering,Science,Private,Male,Foreign nationals,"1,861"
2002,Illinois,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,923"
2002,Illinois,Science and engineering,Science,Private,Female,Foreign nationals,956
2002,Illinois,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,201"
2002,Illinois,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,568"
2002,Illinois,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),305
2002,Illinois,Science and engineering,Engineering,Public,Female,Foreign nationals,374
2002,Illinois,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),523
2002,Illinois,Science and engineering,Engineering,Private,Male,Foreign nationals,628
2002,Illinois,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),133
2002,Illinois,Science and engineering,Engineering,Private,Female,Foreign nationals,158
2002,Pennsylvania,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,804"
2002,Pennsylvania,Science and engineering,Science,Public,Male,Foreign nationals,"1,239"
2002,Pennsylvania,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,979"
2002,Pennsylvania,Science and engineering,Science,Public,Female,Foreign nationals,793
2002,Pennsylvania,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,460"
2002,Pennsylvania,Science and engineering,Science,Private,Male,Foreign nationals,"1,246"
2002,Pennsylvania,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,738"
2002,Pennsylvania,Science and engineering,Science,Private,Female,Foreign nationals,663
2002,Pennsylvania,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),847
2002,Pennsylvania,Science and engineering,Engineering,Public,Male,Foreign nationals,936
2002,Pennsylvania,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),211
2002,Pennsylvania,Science and engineering,Engineering,Public,Female,Foreign nationals,220
2002,Pennsylvania,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,060"
2002,Pennsylvania,Science and engineering,Engineering,Private,Male,Foreign nationals,985
2002,Pennsylvania,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),310
2002,Pennsylvania,Science and engineering,Engineering,Private,Female,Foreign nationals,295
2002,New York,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,251"
2002,New York,Science and engineering,Science,Public,Male,Foreign nationals,"2,304"
2002,New York,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"5,393"
2002,New York,Science and engineering,Science,Public,Female,Foreign nationals,"1,474"
2002,New York,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"6,157"
2002,New York,Science and engineering,Science,Private,Male,Foreign nationals,"3,285"
2002,New York,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"7,991"
2002,New York,Science and engineering,Science,Private,Female,Foreign nationals,"2,246"
2002,New York,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),712
2002,New York,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,117"
2002,New York,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),200
2002,New York,Science and engineering,Engineering,Public,Female,Foreign nationals,240
2002,New York,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,923"
2002,New York,Science and engineering,Engineering,Private,Male,Foreign nationals,"1,823"
2002,New York,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),532
2002,New York,Science and engineering,Engineering,Private,Female,Foreign nationals,466
2002,Nebraska,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),764
2002,Nebraska,Science and engineering,Science,Public,Male,Foreign nationals,374
2002,Nebraska,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),777
2002,Nebraska,Science and engineering,Science,Public,Female,Foreign nationals,222
2002,Nebraska,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),47
2002,Nebraska,Science and engineering,Science,Private,Male,Foreign nationals,31
2002,Nebraska,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),33
2002,Nebraska,Science and engineering,Science,Private,Female,Foreign nationals,22
2002,Nebraska,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),144
2002,Nebraska,Science and engineering,Engineering,Public,Male,Foreign nationals,160
2002,Nebraska,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),25
2002,Nebraska,Science and engineering,Engineering,Public,Female,Foreign nationals,34
2002,Montana,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),573
2002,Montana,Science and engineering,Science,Public,Male,Foreign nationals,61
2002,Montana,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),470
2002,Montana,Science and engineering,Science,Public,Female,Foreign nationals,30
2002,Montana,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),105
2002,Montana,Science and engineering,Engineering,Public,Male,Foreign nationals,48
2002,Montana,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),32
2002,Montana,Science and engineering,Engineering,Public,Female,Foreign nationals,9
2002,Nevada,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),489
2002,Nevada,Science and engineering,Science,Public,Male,Foreign nationals,136
2002,Nevada,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),537
2002,Nevada,Science and engineering,Science,Public,Female,Foreign nationals,84
2002,Nevada,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),166
2002,Nevada,Science and engineering,Engineering,Public,Male,Foreign nationals,165
2002,Nevada,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),42
2002,Nevada,Science and engineering,Engineering,Public,Female,Foreign nationals,43
2002,Washington,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,833"
2002,Washington,Science and engineering,Science,Public,Male,Foreign nationals,492
2002,Washington,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,837"
2002,Washington,Science and engineering,Science,Public,Female,Foreign nationals,341
2002,Washington,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),57
2002,Washington,Science and engineering,Science,Private,Male,Foreign nationals,2
2002,Washington,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),100
2002,Washington,Science and engineering,Science,Private,Female,Foreign nationals,7
2002,Washington,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),611
2002,Washington,Science and engineering,Engineering,Public,Male,Foreign nationals,392
2002,Washington,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),251
2002,Washington,Science and engineering,Engineering,Public,Female,Foreign nationals,128
2002,Washington,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),36
2002,Washington,Science and engineering,Engineering,Private,Male,Foreign nationals,19
2002,Washington,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),12
2002,Washington,Science and engineering,Engineering,Private,Female,Foreign nationals,11
2002,Puerto Rico,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),677
2002,Puerto Rico,Science and engineering,Science,Public,Male,Foreign nationals,33
2002,Puerto Rico,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,185"
2002,Puerto Rico,Science and engineering,Science,Public,Female,Foreign nationals,27
2002,Puerto Rico,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),251
2002,Puerto Rico,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),872
2002,Puerto Rico,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),215
2002,Puerto Rico,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),109
2002,Puerto Rico,Science and engineering,Engineering,Public,Female,Foreign nationals,2
2002,Colorado,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,403"
2002,Colorado,Science and engineering,Science,Public,Male,Foreign nationals,630
2002,Colorado,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,336"
2002,Colorado,Science and engineering,Science,Public,Female,Foreign nationals,349
2002,Colorado,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),336
2002,Colorado,Science and engineering,Science,Private,Male,Foreign nationals,83
2002,Colorado,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),486
2002,Colorado,Science and engineering,Science,Private,Female,Foreign nationals,74
